state,month,lockdown_period,avg_severity
AZ,12,after_lockdown,1.1000470588235294
DC,8,before_lockdown,1.0843806104129263
DE,12,after_lockdown,0.9132743362831859
FL,10,before_lockdown,0.96199890770071
ID,8,after_lockdown,1.2808375056895767
ID,9,after_lockdown,0.994535519125683
ID,11,after_lockdown,1.1438515081206497
IL,6,before_lockdown,1.0570719602977667
IL,11,before_lockdown,1.0457798860414853
KS,3,before_lockdown,1.6347977032981706
KS,11,before_lockdown,1.3097849934181658
LA,11,before_lockdown,0.9385943480739474
LA,12,before_lockdown,0.797844998022934
MD,3,after_lockdown,0.8319825103977818
MD,4,after_lockdown,1.2761465324384786
ME,4,before_lockdown,1.5042766827817033
ME,9,before_lockdown,1.2955793879152497
ME,11,after_lockdown,1.1184486373165619
MI,5,before_lockdown,1.2172641611610528
MS,12,before_lockdown,1.1891556291390728
NC,8,before_lockdown,1.2442709855157157
NE,1,before_lockdown,1.509913692558899
NE,6,after_lockdown,0.9828660436137072
NH,5,before_lockdown,1.2899747648543245
NH,12,before_lockdown,1.1191925189253378
NM,6,before_lockdown,1.4047565118912797
NM,9,after_lockdown,1.0187372708757638
SC,4,after_lockdown,1.139007287226729
SC,5,before_lockdown,1.0890493989291847
SC,9,before_lockdown,1.1479340981626844
TX,7,before_lockdown,1.0621062420086016
VT,7,before_lockdown,1.3247232472324724
WA,10,after_lockdown,1.0358550540368723
WI,3,after_lockdown,0.6232821341956346
WY,10,before_lockdown,1.3728528123947457
AL,8,after_lockdown,1.2288291982776296
AR,5,after_lockdown,0.9224555735056543
CO,2,before_lockdown,1.3927259072499532
DC,5,after_lockdown,1.2444821731748728
DE,5,after_lockdown,1.16473000683527
IL,10,before_lockdown,1.0162223429124655
KS,7,before_lockdown,1.3003207698476342
KY,5,before_lockdown,1.4017568575453716
LA,10,before_lockdown,0.964820414484844
MA,2,after_lockdown,0.5653580672993961
MD,1,after_lockdown,0.8655187769036663
MN,8,after_lockdown,0.9834105514870722
MN,10,before_lockdown,1.1823199799280757
MS,11,before_lockdown,1.2469900240798073
NC,10,before_lockdown,1.1872330080227833
ND,4,before_lockdown,1.573941045330691
NE,9,after_lockdown,0.8528321863419799
NH,7,before_lockdown,1.23471615720524
NV,12,before_lockdown,1.340680713128039
NY,3,after_lockdown,0.48341109922539344
PA,2,after_lockdown,0.6579784932946048
SD,10,after_lockdown,0.9181286549707602
TN,1,after_lockdown,0.9275003639539963
VA,1,before_lockdown,1.1784763969646201
VA,9,after_lockdown,1.066520650813517
WI,1,after_lockdown,0.8808752025931929
CA,1,before_lockdown,1.1444765142861006
CA,4,before_lockdown,1.123915395060876
CA,6,after_lockdown,1.1699685298965983
CA,8,before_lockdown,1.006204173716864
CO,1,before_lockdown,1.362061348144408
CO,8,before_lockdown,1.1637289165780276
FL,5,before_lockdown,0.9670054098730183
FL,7,after_lockdown,0.8606332858551551
GA,7,after_lockdown,1.183579289010599
IA,5,before_lockdown,1.5052785447458177
IA,10,before_lockdown,1.2052454282964389
IN,1,after_lockdown,0.9722132990684228
IN,9,before_lockdown,1.3372862213617296
IN,10,after_lockdown,1.1785332685769792
KS,5,after_lockdown,1.131494547787043
LA,3,after_lockdown,0.6368837735346949
MA,3,after_lockdown,0.45850069193640935
MA,7,after_lockdown,0.9822910902047592
MI,5,after_lockdown,1.1055864287803452
MI,6,after_lockdown,1.064851307774991
MN,6,before_lockdown,1.2254730203223545
MN,7,after_lockdown,0.885644418872267
MN,12,before_lockdown,1.3214214414054701
MS,3,before_lockdown,1.4889758912013187
MS,9,before_lockdown,1.2281481481481482
NC,5,before_lockdown,1.1649623398757492
NH,10,before_lockdown,1.2211981566820276
NJ,3,before_lockdown,1.2806777403721652
NJ,8,before_lockdown,1.216042566007429
NJ,9,after_lockdown,0.9396063629010515
NJ,10,before_lockdown,1.140139123895469
NM,4,before_lockdown,1.4546386468477703
TX,9,before_lockdown,0.9780253303037953
UT,2,before_lockdown,1.4045883824227003
UT,4,before_lockdown,1.4516036982079672
VA,4,after_lockdown,1.1744322631166797
VA,6,before_lockdown,1.1769328142539826
WA,1,after_lockdown,1.1345402747782933
WI,5,before_lockdown,1.4521647307286167
WV,3,before_lockdown,1.6177643119119758
WV,7,before_lockdown,1.595512620754129
WY,7,before_lockdown,1.5522924782738987
AL,5,before_lockdown,1.3116050305067861
CO,12,before_lockdown,1.2302313329182433
CT,4,after_lockdown,1.5107962213225372
DC,1,after_lockdown,0.3875879348559314
DC,3,after_lockdown,0.3584652134965661
GA,5,after_lockdown,1.1103137843303543
ID,2,after_lockdown,1.158254640182351
IN,11,before_lockdown,1.1237520128824476
KS,2,before_lockdown,1.4415996614473128
KS,6,after_lockdown,0.9606337013922227
KS,8,before_lockdown,1.2882739398765677
MA,2,before_lockdown,1.257814325094613
ME,10,after_lockdown,0.9015151515151515
ME,11,before_lockdown,1.2521472392638038
MI,7,before_lockdown,1.173746270777099
MO,1,after_lockdown,0.8541507268553941
MT,2,after_lockdown,1.4428159005107706
NC,12,after_lockdown,1.1807593543653705
NE,1,after_lockdown,0.8551394422310757
NE,8,before_lockdown,1.3398804440649017
NH,9,before_lockdown,1.2622994652406416
NJ,11,after_lockdown,0.6837644807436012
NM,1,after_lockdown,1.1673769856644711
NV,5,before_lockdown,1.4773502191914272
OH,2,after_lockdown,0.7250987078248384
OH,10,before_lockdown,1.219039422998115
OK,1,before_lockdown,1.4678082191780821
OK,3,before_lockdown,1.482799408575653
OK,4,before_lockdown,1.3938662644544997
OK,7,before_lockdown,1.245818661971831
OK,8,before_lockdown,1.2054906781397254
OR,10,after_lockdown,1.0050590219224282
PA,10,after_lockdown,0.5825866293314665
RI,5,before_lockdown,1.3412408759124088
SC,2,before_lockdown,1.2476719490279367
SD,1,after_lockdown,1.0190355329949239
TN,12,before_lockdown,1.0141411241116933
WA,5,before_lockdown,1.1706648591300248
WV,9,after_lockdown,1.1472312703583063
WY,3,before_lockdown,1.6690257817577814
AZ,5,after_lockdown,0.8037173529883032
AZ,12,before_lockdown,1.0058395710569623
CT,1,before_lockdown,1.4654705167741333
DC,1,before_lockdown,1.0975990021827253
DE,5,before_lockdown,1.0308157099697886
GA,3,after_lockdown,0.8102449435918284
IA,4,before_lockdown,1.5209895891637748
ID,4,after_lockdown,1.1258477769404671
ID,10,after_lockdown,0.9778952426717924
IL,3,before_lockdown,1.3006099331977927
IN,2,after_lockdown,0.8034454470877769
KS,6,before_lockdown,1.2935514918190567
MA,6,before_lockdown,1.0801972410454985
MN,7,before_lockdown,1.1983221679039169
MO,1,before_lockdown,1.3788272963778267
MO,4,after_lockdown,1.0355543113101904
MS,4,after_lockdown,0.9123148869836322
NH,6,after_lockdown,1.029678982434888
NJ,7,after_lockdown,1.0332190040650406
NJ,12,before_lockdown,0.9055915048946408
NY,3,before_lockdown,1.1287039033858097
PA,1,before_lockdown,1.1706526033388154
PA,2,before_lockdown,1.1701792493444483
TN,4,before_lockdown,1.2588566312827727
UT,1,before_lockdown,1.4509256910981487
VT,2,after_lockdown,0.9467165898617511
WA,6,after_lockdown,1.242262239729882
WI,6,before_lockdown,1.3477829252150892
WV,1,after_lockdown,1.195270054330457
WY,2,after_lockdown,1.2860969077185294
WY,6,after_lockdown,1.4111911827045358
AL,1,after_lockdown,1.0531824611032532
AL,12,before_lockdown,1.1114153934851543
AZ,9,before_lockdown,0.9158759957379877
CA,3,after_lockdown,0.6564609750629032
CA,12,after_lockdown,0.847283309125872
CT,2,before_lockdown,1.447189790931306
CT,11,after_lockdown,1.0976697685149581
CT,11,before_lockdown,1.3627581873871044
DE,1,after_lockdown,0.6662665066026411
IN,4,after_lockdown,1.145043560160113
KS,1,before_lockdown,1.4472058612268353
LA,9,before_lockdown,1.0025262339681307
MA,11,before_lockdown,1.01938299918621
MD,5,before_lockdown,1.1012658227848102
MI,1,before_lockdown,1.2742181957103094
MN,4,after_lockdown,0.9408224674022067
MO,8,after_lockdown,1.1638308215848323
ND,7,before_lockdown,1.294287780187997
ND,8,after_lockdown,0.829155672823219
NY,5,after_lockdown,1.0423798342150679
SC,1,before_lockdown,1.239120857604386
SC,2,after_lockdown,0.912797281993205
SC,10,before_lockdown,1.1432538607423461
SD,5,before_lockdown,1.6576114812916454
TN,4,after_lockdown,1.054494442645948
TN,7,after_lockdown,1.1842670485054592
TN,11,before_lockdown,1.1447095435684647
TX,10,after_lockdown,1.026550572199042
UT,3,before_lockdown,1.5250223015165032
VT,3,after_lockdown,1.0536772394562566
VT,5,before_lockdown,1.4639784946236558
WA,4,after_lockdown,1.2213473315835521
WI,1,before_lockdown,1.3035156780236188
WI,10,before_lockdown,1.2901723334885886
WY,10,after_lockdown,1.2803894297635605
AR,2,before_lockdown,1.6251791686574295
AR,5,before_lockdown,1.4889208633093525
AR,7,after_lockdown,0.961866307761328
AZ,1,before_lockdown,1.0650447497794024
CO,11,after_lockdown,1.1450079789079304
DC,2,after_lockdown,0.3635307781649245
DC,5,before_lockdown,1.062409522277626
DE,3,after_lockdown,0.8067092651757188
DE,6,before_lockdown,1.075025346400811
IL,10,after_lockdown,0.48823851027562476
IN,1,before_lockdown,1.3704694323144104
KY,3,before_lockdown,1.4923565467838418
KY,4,after_lockdown,1.0153005464480875
LA,7,before_lockdown,0.9976383903268468
MD,6,after_lockdown,1.3098640641338446
ME,5,before_lockdown,1.4150110375275937
MI,2,after_lockdown,0.9398170438131921
MI,4,after_lockdown,1.1083726621220067
MN,1,before_lockdown,1.3366402853639505
MN,6,after_lockdown,0.8996228251612118
MN,12,after_lockdown,0.8548478932812754
MO,5,before_lockdown,1.3798178565620427
MO,10,before_lockdown,1.227919608908202
MO,12,before_lockdown,0.932780509283041
MT,7,after_lockdown,1.2812996644887868
NE,3,before_lockdown,1.5274996571115074
NH,10,after_lockdown,0.5587697929354446
NM,5,before_lockdown,1.4139552379161182
NM,8,after_lockdown,1.0020112630732099
OK,5,before_lockdown,1.305680662501816
OR,12,before_lockdown,1.2788468627884686
RI,1,after_lockdown,0.8497523390203633
RI,2,after_lockdown,0.7534883720930232
RI,7,before_lockdown,1.244298245614035
RI,8,before_lockdown,1.307625649913345
SC,5,after_lockdown,1.0484445884640312
SC,12,after_lockdown,1.168802078666786
SD,2,before_lockdown,1.6351130036030135
TX,1,after_lockdown,0.8871738146714264
UT,6,after_lockdown,0.9903153153153154
VA,12,before_lockdown,1.0848288814691152
WV,3,after_lockdown,1.1139646869983948
AL,6,before_lockdown,1.3035358736697562
AR,11,after_lockdown,1.2732537097357943
AZ,4,before_lockdown,1.1017918825561313
CT,4,before_lockdown,1.432979175520612
CT,6,before_lockdown,1.3756186506902839
DC,6,after_lockdown,1.1282051282051282
DC,6,before_lockdown,1.1173848439821694
DE,10,after_lockdown,0.7931920359666025
FL,3,before_lockdown,1.0666465455742742
GA,7,before_lockdown,1.1718422627955702
IA,1,after_lockdown,0.889164855634896
IA,7,before_lockdown,1.1549153908138599
MA,10,before_lockdown,1.0060151271514501
MD,4,before_lockdown,1.194742003621002
MN,4,before_lockdown,1.3016608570842731
MT,9,after_lockdown,1.3517489375612946
NC,5,after_lockdown,1.187573789846517
ND,9,after_lockdown,0.8128140703517588
NE,8,after_lockdown,1.000501002004008
NH,5,after_lockdown,1.0458015267175573
NJ,7,before_lockdown,1.1756697408871322
NJ,8,after_lockdown,1.133979726751873
OH,3,before_lockdown,1.45622947454844
OK,11,before_lockdown,1.215019401963022
RI,1,before_lockdown,1.4535092981403719
RI,3,after_lockdown,0.6201008925106714
RI,6,after_lockdown,1.0660377358490567
SD,7,before_lockdown,1.3749471011426153
TN,1,before_lockdown,1.3037956888472353
TN,6,before_lockdown,1.3047864127637674
UT,10,before_lockdown,1.1337895233600754
UT,11,after_lockdown,1.144428772919605
VA,5,before_lockdown,1.1198843786391615
VA,11,before_lockdown,1.1129689475902769
WI,11,before_lockdown,1.2636208160273639
AZ,8,before_lockdown,0.9425946604405644
CO,10,after_lockdown,0.9812696276357111
CT,3,after_lockdown,0.6812767433792066
CT,12,after_lockdown,1.0652194886637723
DC,4,after_lockdown,1.2637571157495255
FL,2,after_lockdown,0.563257993384785
FL,9,after_lockdown,0.735469068660775
IA,1,before_lockdown,1.4704076411393485
IA,11,before_lockdown,1.102422569763876
IL,5,after_lockdown,1.2487572787956256
IN,12,after_lockdown,0.9545675807236735
KS,10,after_lockdown,0.943095324392896
LA,8,before_lockdown,0.9962653953118792
MA,3,before_lockdown,1.2852184411076737
MA,9,after_lockdown,1.019830028328612
ME,8,after_lockdown,0.9757986447241046
NC,6,after_lockdown,1.2154929577464788
ND,5,before_lockdown,1.5095304509530452
ND,11,after_lockdown,0.8721910112359551
ND,12,after_lockdown,0.8826110806363138
NJ,2,after_lockdown,0.6847118054654452
NJ,2,before_lockdown,1.236077140169332
NM,12,before_lockdown,1.4327726647625092
NV,5,after_lockdown,1.2753222836095763
NV,9,after_lockdown,1.1381766381766383
OK,2,before_lockdown,1.4567138500039103
OR,7,before_lockdown,1.2559578368469295
OR,8,after_lockdown,1.2815356489945156
PA,11,after_lockdown,0.6413495062527401
SD,8,before_lockdown,1.4545815152717176
TN,7,before_lockdown,1.300775003075409
TN,10,before_lockdown,1.1839489621376729
TN,11,after_lockdown,0.9978246231936603
UT,7,after_lockdown,0.9467885607126113
VA,3,before_lockdown,1.255671276253618
VA,5,after_lockdown,1.1580092724004163
WV,7,after_lockdown,1.1217105263157894
AL,9,before_lockdown,1.2292557741659538
AR,1,before_lockdown,1.5390972663699936
AR,6,after_lockdown,1.0421568627450981
CA,9,after_lockdown,0.99491790179889
CO,4,before_lockdown,1.4436406410821938
CO,6,before_lockdown,1.2501348539724126
DC,7,before_lockdown,1.0973374072457442
GA,5,before_lockdown,1.0720265430335523
GA,12,before_lockdown,0.9015564509757447
KS,9,after_lockdown,0.9346376167185416
KY,3,after_lockdown,0.6775975552421251
MD,8,before_lockdown,1.174607520993063
MD,11,before_lockdown,1.12909730564613
MI,9,before_lockdown,1.1218631030999922
MI,10,before_lockdown,1.1210240236209905
MO,3,before_lockdown,1.4967121486108828
MS,5,after_lockdown,0.8616305160807779
ND,1,after_lockdown,1.2720306513409962
ND,5,after_lockdown,0.7790697674418605
ND,8,before_lockdown,1.147735708982925
NE,4,after_lockdown,1.0077956989247312
NH,11,before_lockdown,1.243366186504928
NJ,10,after_lockdown,0.6477134057760474
NM,10,after_lockdown,1.1516070345664038
NY,5,before_lockdown,1.0077385968452162
OH,1,before_lockdown,1.3656866295723176
OR,2,before_lockdown,1.550488401723057
PA,4,before_lockdown,1.3168242693936931
SC,1,after_lockdown,1.1094224924012157
TX,2,before_lockdown,1.1274700437087632
TX,5,after_lockdown,0.9657427592650265
TX,11,before_lockdown,0.9914581826946252
UT,5,before_lockdown,1.2768745852687458
VT,1,after_lockdown,1.0131926121372032
VT,7,after_lockdown,1.1024165707710012
WV,11,before_lockdown,1.516190476190476
WY,8,before_lockdown,1.5453237410071943
AR,1,after_lockdown,1.196765498652291
AR,9,before_lockdown,1.3964585834333734
CT,6,after_lockdown,1.4505435270865152
CT,7,before_lockdown,1.399184446224423
DE,2,after_lockdown,0.814773980154355
FL,9,before_lockdown,0.9465235532057203
GA,3,before_lockdown,1.1717877664126493
GA,8,after_lockdown,1.1077932648285684
IA,3,before_lockdown,1.57422126745435
IA,6,before_lockdown,1.3176376695929768
IA,8,before_lockdown,1.2717094483888585
ID,3,before_lockdown,1.6363466567052671
ID,8,before_lockdown,1.400178651183564
IL,1,after_lockdown,0.38475273750679945
IL,9,after_lockdown,0.9237756962343622
KS,9,before_lockdown,1.2369132464979111
ME,3,after_lockdown,1.2394170714781403
ME,9,after_lockdown,0.7579399141630901
MO,3,after_lockdown,0.8987138263665595
MT,5,after_lockdown,1.2266666666666666
NC,3,before_lockdown,1.3069871159563924
NE,5,before_lockdown,1.392574558734023
NM,9,before_lockdown,1.1948080279232112
NV,1,after_lockdown,1.1972550271305458
NV,7,after_lockdown,1.3106529209621993
OK,6,before_lockdown,1.2567863766649807
OK,7,after_lockdown,1.0477657935285054
OR,8,before_lockdown,1.2441372792249985
SC,3,after_lockdown,0.9043748287514841
SC,11,after_lockdown,1.1811646297627607
TX,1,before_lockdown,1.1428476450084055
TX,8,before_lockdown,1.0268280812750943
VA,10,after_lockdown,0.9675141992674771
VT,11,before_lockdown,1.400583846902368
WA,8,before_lockdown,1.177841245515656
WY,3,after_lockdown,1.2403180302641703
WY,5,after_lockdown,1.418116376724655
AL,10,after_lockdown,1.1249651324965133
AR,6,before_lockdown,1.4732124244319367
AZ,5,before_lockdown,1.0866492146596858
CO,5,after_lockdown,1.1628183983873923
CT,2,after_lockdown,0.9092899593368783
CT,3,before_lockdown,1.4864794816414686
DC,12,before_lockdown,0.9508247743541861
ID,3,after_lockdown,0.9601949634443542
ID,11,before_lockdown,1.217125382262997
IL,1,before_lockdown,1.1638661455510226
IN,11,after_lockdown,1.1804857621440537
KS,1,after_lockdown,0.9771999487639298
MD,2,before_lockdown,1.2401410002203128
MD,5,after_lockdown,1.3026202484930496
MI,9,after_lockdown,1.1058139534883722
MN,8,before_lockdown,1.2120198265179678
MS,2,after_lockdown,1.1025489965044577
NC,2,after_lockdown,1.0877143262009352
NC,8,after_lockdown,1.199056952662722
NE,2,after_lockdown,1.0252412769116555
NE,6,before_lockdown,1.3710913232553323
NH,8,before_lockdown,1.248417417993478
NY,8,after_lockdown,0.9869445901771662
OR,7,after_lockdown,1.231216015818092
SD,12,before_lockdown,1.3694369973190348
TN,5,after_lockdown,1.1188538298584012
UT,9,before_lockdown,1.149630688587086
VA,7,before_lockdown,1.2163178154697463
VA,8,before_lockdown,1.1936133746278978
WA,3,before_lockdown,1.2772011579467626
AL,1,before_lockdown,1.3126367262900527
AR,7,before_lockdown,1.3842295904151574
AR,12,before_lockdown,1.3235986811116345
CA,2,before_lockdown,1.1384506562573682
CA,11,before_lockdown,0.980130553236099
CT,5,after_lockdown,1.4952080553196652
DE,7,before_lockdown,1.0193567599761764
DE,8,before_lockdown,0.9692617064062051
FL,7,before_lockdown,1.0403622851834649
ID,6,after_lockdown,1.0738534842167957
IL,2,before_lockdown,1.1857635827812902
IL,3,after_lockdown,0.4249027185322867
IL,5,before_lockdown,1.0382662787197752
KS,5,before_lockdown,1.4740041928721175
MA,5,before_lockdown,1.0627411459832998
MD,7,before_lockdown,1.18226778167431
ME,3,before_lockdown,1.4919883466860888
MI,1,after_lockdown,0.9544248478226939
MN,11,before_lockdown,1.2453097345132744
MT,4,before_lockdown,1.7472329472329473
NE,5,after_lockdown,1.061277705345502
NE,11,before_lockdown,1.0871172732524552
NH,7,after_lockdown,1.0665550439514442
NH,11,after_lockdown,0.47229414810978765
NM,2,after_lockdown,1.0210414169663071
NM,7,after_lockdown,0.9157836029001674
NV,12,after_lockdown,1.1462642256308757
OH,7,before_lockdown,1.2837317222660012
OR,9,after_lockdown,1.1529477979456872
RI,4,before_lockdown,1.4422459893048127
TX,4,before_lockdown,1.1289505058418776
UT,12,after_lockdown,0.9914891084394715
VT,12,after_lockdown,1.0816091954022988
WI,6,after_lockdown,0.8797331763782618
WI,9,after_lockdown,0.9555870540987479
WV,6,before_lockdown,1.6214646464646465
WV,12,after_lockdown,1.1230573248407643
CA,4,after_lockdown,1.1049241558045584
CT,10,after_lockdown,0.9867207926241915
DE,12,before_lockdown,0.8903122497998399
FL,8,after_lockdown,0.8221665438467207
ID,10,before_lockdown,1.30641940085592
IL,4,after_lockdown,1.2636759581881534
KS,7,after_lockdown,0.9990772070132267
KY,2,after_lockdown,0.9385964912280702
LA,1,after_lockdown,0.596624362161455
LA,6,after_lockdown,0.9781501340482573
MI,6,before_lockdown,1.2317971180092682
MS,12,after_lockdown,0.9886569872958257
NM,2,before_lockdown,1.5100327995369478
NY,6,after_lockdown,0.9972343278578613
OH,1,after_lockdown,0.8278435665240322
OK,12,before_lockdown,1.213738508682329
PA,8,before_lockdown,1.3166534286470744
PA,11,before_lockdown,1.1768698790947278
RI,9,before_lockdown,1.2581189371573176
SC,8,after_lockdown,1.1917445089623833
SD,9,after_lockdown,0.8112344872632267
TN,2,after_lockdown,0.8045658099688473
UT,1,after_lockdown,1.032451728054519
UT,10,after_lockdown,1.00298571123907
VA,11,after_lockdown,1.119419277371466
WI,2,after_lockdown,0.5795856493178373
WI,9,before_lockdown,1.335886524822695
WV,8,before_lockdown,1.6260729613733906
AL,3,before_lockdown,1.3657920643752943
AZ,7,before_lockdown,1.0733057729218958
CT,8,after_lockdown,1.455535390199637
IA,12,after_lockdown,0.9747130261187822
IL,12,before_lockdown,0.9272837632776935
IN,8,after_lockdown,1.2407053904190528
IN,10,before_lockdown,1.3334473031883067
KY,1,after_lockdown,0.8461083160698432
MI,12,before_lockdown,1.1934392468373052
MS,1,after_lockdown,1.0427745664739885
NC,11,after_lockdown,1.2011463093486174
NM,11,before_lockdown,1.25931018677667
OK,3,after_lockdown,0.8899548532731377
OR,11,before_lockdown,1.1997242330230955
RI,2,before_lockdown,1.3495145631067962
SD,4,before_lockdown,1.5617283950617284
WV,5,before_lockdown,1.621414913957935
WY,1,after_lockdown,1.3365831012070566
